index,stereo,stereo_pred,softmax_confidence
5531,0,0,0.83393574
4313,0,0,0.31619954
997,1,1,0.7495369
5607,0,0,0.6797476
8251,0,1,0.3454599
4195,0,0,0.96295696
5583,0,0,0.5642147
4322,0,0,0.9581735
5804,0,0,0.97756314
4217,0,0,0.8253398
4299,1,1,0.26015398
4312,0,0,0.26258075
4330,0,1,0.04233733
4253,0,0,0.51926434
66,0,0,0.68320346
4260,0,0,0.25532722
67,1,0,0.6402007
5624,0,0,0.51654446
12,0,0,0.8842206
7333,1,0,0.5250263
5679,0,1,0.5454887
5537,1,0,0.9621613
5637,1,0,0.7428616
5702,0,0,0.6244128
5805,0,0,0.8963381
4164,1,0,0.26383886
4292,1,1,0.1212046
7359,1,1,0.4690739
5751,0,0,0.83995605
7685,0,1,0.6724702
4179,1,1,0.6875416
7317,0,0,0.7282063
7335,0,1,0.7321954
7472,1,0,0.063105375
4326,1,1,0.5872524
5729,0,0,0.7892546
2,0,0,0.5376189
5586,0,0,0.94140714
5655,0,0,0.3951811
5661,0,0,0.9664388
7490,1,0,0.0862498
4188,1,0,0.17870718
7516,0,0,0.8408832
8218,0,0,0.96178234
7468,0,0,0.682747
8217,0,0,0.95426744
5152,0,0,0.5442672
5180,0,1,0.14918932
5268,1,0,0.28473803
5735,0,0,0.76945525
5587,0,0,0.8007847
4278,1,1,0.36608067
5683,0,0,0.66716075
5677,1,1,0.3911066
8230,0,0,0.94714904
8233,0,0,0.9349613
4223,0,0,0.92503095
7439,1,0,0.11910784
7526,1,1,0.55872667
7650,0,0,0.8999032
4227,0,0,0.8992598
7683,1,1,0.43364522
7707,1,0,0.8751959
3890,1,1,0.15662321
5697,0,0,0.42699
55,0,0,0.33305967
4193,0,0,0.34379598
4046,0,1,0.4374006
5179,1,1,0.41007087
25,0,0,0.96731484
951,1,1,0.8624588
7511,0,0,0.080829054
44,1,0,0.5147267
5694,0,1,0.33629042
5778,0,0,0.85871196
7500,1,1,0.30420953
5809,0,0,0.38449895
7708,1,0,0.29858625
7460,0,0,0.932436
5646,0,0,0.5100417
7414,0,0,0.97392815
4324,0,1,0.648823
4301,1,1,0.7078966
7649,0,0,0.90651387
5205,0,1,0.357826
7674,0,0,0.058535457
4236,0,1,0.1420004
5582,0,0,0.9513017
7401,0,0,0.95981693
4189,0,0,0.9427066
4334,0,0,0.19474158
8231,1,1,0.30177662
7698,0,1,0.46904156
5820,1,1,0.7555504
5771,0,0,0.9478872
60,0,1,0.60794854
5196,1,1,0.4119687
971,0,0,0.77933496
7353,0,0,0.02239731
4255,0,0,0.8756438
7622,1,0,0.38509288
5795,0,0,0.9223099
5703,0,0,0.7161698
5551,0,1,0.0016857386
4162,0,1,0.19641545
5717,0,0,0.8866521
4332,1,1,0.8504698
3894,0,0,0.08187184
5135,0,0,0.8045607
5780,0,0,0.6600034
7662,1,0,0.26255527
5543,0,0,0.5357555
4298,1,1,0.21735981
4308,0,0,0.16591191
4241,0,1,0.3141416
5736,0,0,0.89387727
5619,0,0,0.8308334
5635,1,0,0.777959
7458,1,1,0.80246055
4102,1,1,0.54268765
4311,0,0,0.16948207
7483,1,1,0.13316017
5615,0,0,0.30428198
5727,0,0,0.75505066
5706,1,0,0.25005296
29,0,0,0.7636405
4145,0,1,0.09934494
4228,0,0,0.82906604
8213,0,0,0.97628605
7339,1,1,0.8648255
7310,1,1,0.20205736
5186,0,1,0.6076509
8228,0,0,0.8548424
7742,0,0,0.94429445
5690,1,0,0.8379792
65,0,0,0.84693325
7675,0,0,0.7577686
7659,1,1,0.14509788
4234,1,1,0.38172492
7344,1,1,0.8275132
4335,1,0,0.21313775
4201,1,0,0.4125783
4215,0,1,0.009237827
7330,0,0,0.86956483
5669,0,0,0.7599193
4285,0,0,0.799502
5596,0,0,0.53493345
5715,0,0,0.94602376
7745,1,1,0.8497824
4229,0,0,0.86423934
7350,1,0,0.7074369
5549,0,0,0.89060426
71,0,0,0.48115516
973,0,1,0.5283158
33,0,0,0.9297037
5776,0,0,0.9638082
4239,1,0,0.4408489
4184,0,0,0.9421936
5648,0,0,0.77418846
5750,0,0,0.97617185
5756,0,0,0.9379101
956,0,0,0.68719006
963,0,0,0.7624512
5139,1,0,0.39902925
961,0,0,0.9178201
5552,0,0,0.8221018
7700,0,0,0.76351345
5737,1,1,0.2776099
5686,0,0,0.87584436
5617,0,0,0.5617623
5653,0,0,0.678733
4341,1,0,0.9545455
5,1,1,0.4637607
4290,0,0,0.6989604
5798,0,0,0.76593274
3877,0,0,0.7502861
976,0,0,0.7461548
7471,1,1,0.120069176
5579,0,0,0.76798713
4294,0,0,0.8154901
5568,0,0,0.9156399
5565,0,0,0.7707186
7703,1,1,0.03032893
4261,0,0,0.9686338
5691,0,0,0.91132617
4246,0,0,0.59954983
5630,0,0,0.6794659
5594,0,0,0.799392
7473,1,1,0.030685514
5595,0,0,0.39643478
7711,1,1,0.19523907
5689,0,1,0.64464045
4044,1,1,0.106194556
5576,0,0,0.9228593
4230,1,0,0.34829783
5671,1,0,0.30080178
4265,0,0,0.53931737
5206,1,0,0.07088891
9,0,0,0.5425099
8222,0,0,0.95183086
4176,0,0,0.7967837
7466,1,1,0.52065706
960,0,0,0.687266
5712,0,0,0.91153216
5658,0,0,0.6734239
8240,0,1,0.30238247
4219,0,1,0.17385662
7522,0,0,0.655854
4191,0,0,0.1603845
7446,1,0,0.29699516
8349,0,1,0.7925737
5644,1,0,0.9449707
4207,1,0,0.4641482
7691,1,0,0.3756679
7351,1,1,0.8313825
7325,0,0,0.13276157
7538,1,0,0.84281266
4157,0,0,0.7955017
8226,0,0,0.63397706
5685,0,0,0.9257064
7607,0,0,0.91595966
7544,1,0,0.7546476
5184,0,1,0.6703506
5580,0,0,0.09270162
5578,0,0,0.6323581
7,1,1,0.6082678
5173,0,0,0.81179225
4135,1,1,0.39719525
4337,0,0,0.92738056
7452,0,1,0.6272097
4203,0,0,0.83361506
4309,1,1,0.8229054
5662,0,0,0.95909595
5757,0,0,0.8357423
7517,0,0,0.62047255
5559,0,0,0.6832415
7426,1,1,0.70089304
7482,1,1,0.015677452
5536,0,0,0.95593977
5753,0,0,0.48011133
8225,0,0,0.7011825
7584,0,0,0.8878378
5627,0,0,0.45580682
5698,0,0,0.15511015
7754,0,0,0.34349778
7661,1,0,0.20180261
7433,0,0,0.76724637
7449,0,1,0.40670243
4143,0,0,0.6926174
4208,0,0,0.7107341
7322,0,0,0.80771434
8206,0,1,0.62092435
4192,0,0,0.7607378
7503,1,0,0.90162957
958,1,0,0.41195604
4128,1,1,0.34464934
4282,0,0,0.86556315
5540,0,0,0.19192299
5744,0,0,0.7679832
8221,0,0,0.9563359
7501,1,0,0.250175
43,0,0,0.9278292
7740,1,1,0.45053533
4073,0,0,0.9446398
5721,1,1,0.3531066
7608,0,0,0.6465337
5668,0,0,0.36465153
4291,0,0,0.95146835
5183,1,1,0.5337211
5639,0,0,0.7871275
8236,0,1,0.3689594
7596,0,0,0.52453613
7528,1,1,0.79748106
7487,0,0,0.35249835
0,0,0,0.027158529
5605,0,0,0.96338904
4340,0,0,0.58036166
5157,0,0,0.33695468
4296,0,0,0.86223924
7539,1,0,0.166881
5718,0,0,0.7844124
5548,0,0,0.76775813
5700,0,0,0.66839045
8224,0,0,0.9594872
5614,0,0,0.929239
4152,0,0,0.1906549
4065,0,0,0.6695001
7343,1,1,0.79115975
5631,0,0,0.8195467
5723,0,0,0.86835396
7744,0,0,0.9442512
969,0,0,0.90840614
8229,0,0,0.7393857
4161,1,1,0.31178567
4343,0,0,0.6439413
5628,0,0,0.8515674
4254,1,0,0.25062385
7422,0,0,0.6492778
7734,0,1,0.5954902
69,1,0,0.41469395
4271,1,1,0.4428564
4071,0,0,0.93757796
4280,1,0,0.319165
5636,1,1,0.6445172
4306,0,0,0.8047024
4124,1,1,0.6483363
5633,0,0,0.80850387
5758,0,0,0.8428331
7315,1,1,0.21063238
4100,1,1,0.8044561
4318,1,0,0.4212166
7348,1,1,0.8207029
4144,0,0,0.35537827
28,1,0,0.27420148
5734,0,0,0.8896385
4173,1,0,0.10706997
5602,0,0,0.5792761
7312,1,1,0.19736823
5534,1,1,0.068868876
5719,0,0,0.590714
4149,0,0,0.9347733
5667,0,0,0.93259656
4118,1,1,0.5748713
4153,0,0,0.75429153
6,1,1,0.45709834
7316,0,0,0.81259274
5714,1,0,0.2747537
7326,0,0,0.9170834
5790,0,0,0.73540413
952,0,0,0.7734302
8344,0,1,0.53928566
5626,0,0,0.6045728
4218,1,1,0.40026823
4125,1,1,0.39928317
7531,1,0,0.9273733
4214,0,0,0.9006835
4200,0,0,0.59667563
4194,1,0,0.68859017
7337,1,1,0.80268514
4072,0,0,0.94341743
8350,0,1,0.44664156
5682,0,0,0.9270034
7672,0,0,0.6254729
5198,0,1,0.63999945
4165,1,0,0.81552505
41,0,1,0.010792345
7647,0,0,0.23777649
3892,0,1,0.57420665
5766,0,0,0.9642664
56,0,0,0.84140134
5620,0,0,0.9265467
7423,1,0,0.08016509
5584,0,0,0.7177016
5569,0,0,0.87427187
24,1,0,0.15299614
5629,0,0,0.7675179
5643,0,0,0.87127006
5699,0,0,0.8853685
7412,0,0,0.9658327
5134,1,0,0.50043213
5761,0,1,0.2227292
5158,0,1,0.27182987
5555,0,0,0.9479828
4244,0,1,0.13929817
5705,1,0,0.8146864
7668,1,0,0.09173545
5545,0,0,0.8260557
5170,0,0,0.8412634
4156,0,0,0.5327462
18,0,0,0.7154795
7314,0,0,0.7445867
7669,1,1,0.2362524
61,0,0,0.8537942
4252,0,0,0.8193249
7723,1,1,0.59777117
4258,1,1,0.014063597
5762,0,0,0.868947
5136,1,0,0.25734517
5796,0,0,0.94819605
7705,1,1,0.103042975
5716,1,0,0.28894806
5789,0,0,0.96720594
5808,0,0,0.6221553
5557,0,0,0.81385434
5168,1,1,0.58618295
7309,1,0,0.20505181
7349,1,1,0.65272284
5150,0,0,0.667348
5187,1,1,0.17371571
953,0,0,0.8568835
7717,1,1,0.23982081
5601,0,0,0.6398665
5732,0,0,0.9597401
4040,0,1,0.39883974
5193,0,0,0.96464324
968,1,1,0.071704
8216,0,1,0.0004990995
7701,1,0,0.15457126
5786,0,0,0.85154045
7710,1,0,0.32425222
11,0,1,0.46671048
5171,0,0,0.4895889
5774,0,0,0.894848
7536,1,1,0.08532134
42,1,0,0.8991826
4147,0,0,0.2931149
5191,1,0,0.34974787
7492,1,1,0.3790681
5204,1,1,0.70678663
5645,0,1,0.33381036
7718,0,0,0.74364614
8242,0,0,0.9432579
7440,1,1,0.718881
5793,0,0,0.79881895
4237,0,0,0.032663733
4315,1,1,0.61232656
15,0,0,0.7070987
7463,0,0,0.962998
4304,0,0,0.6094992
7494,1,0,0.5897386
4202,0,0,0.39368847
4159,0,0,0.7164525
984,0,1,0.7279012
5622,0,0,0.50917053
22,1,0,0.8561319
4336,0,0,0.37131903
7346,1,1,0.8275132
7696,0,0,0.10963997
7725,1,0,0.36965153
4320,0,0,0.3636632
5532,1,1,0.05416519
5722,0,0,0.5935251
7666,0,0,0.96483934
4183,1,0,0.36857975
5812,0,0,0.94997007
972,1,1,0.26824546
5730,0,0,0.920079
68,1,0,0.37271705
8204,0,1,0.48673448
4264,0,0,0.96089214
7572,0,0,0.88848996
5535,0,1,0.44283977
4133,0,0,0.73449504
954,1,0,0.489042
7461,1,1,0.7603755
5681,0,0,0.8824301
5547,0,0,0.8581306
4168,0,0,0.9465039
4251,0,0,0.6451937
4216,0,0,0.21724734
5588,0,0,0.3725967
8227,0,0,0.8013475
5660,0,0,0.8854372
4043,0,1,0.46132597
7631,1,0,0.5850456
5613,0,0,0.34407964
7425,1,1,0.84124947
5769,0,0,0.48313105
4066,0,0,0.43200204
4042,0,1,0.25092682
5574,0,0,0.6279676
7743,0,1,0.8234621
57,1,0,0.17193079
5704,0,0,0.5566058
7354,1,1,0.84438986
8214,0,1,0.3216968
5137,0,1,0.06464264
4248,0,0,0.93375826
46,0,0,0.8020551
4329,1,0,0.38264918
4175,0,0,0.9571738
999,1,1,0.8100424
7667,1,1,0.035784602
7537,1,1,0.2985307
7405,0,0,0.91297305
7496,1,0,0.17835677
4243,0,0,0.022900045
7485,0,1,0.16050464
5544,0,0,0.90195894
7355,1,1,0.6118397
4284,1,0,0.037314955
4321,1,1,0.008995175
5779,0,0,0.8194728
4293,0,0,0.31901148
4129,0,0,0.6780683
4064,0,1,0.4807209
7525,0,0,0.7198782
7645,0,0,0.58249867
50,0,0,0.2771479
4333,1,1,0.41388598
8220,0,0,0.9217181
4121,1,1,0.55044556
5571,0,0,0.9162205
5754,0,0,0.8313869
5174,1,1,0.82595396
7518,1,0,0.09719196
4300,0,1,0.38760057
19,0,0,0.3580508
7591,0,0,0.1988675
7529,1,1,0.7578079
7589,1,1,0.66299105
5182,1,1,0.16269913
5638,0,0,0.7338934
5801,0,0,0.91381025
38,0,0,0.48966596
4155,0,0,0.8920249
4225,0,0,0.5970342
7660,1,1,0.70774144
7347,1,1,0.6118397
7488,1,0,0.85649204
7693,0,0,0.45702323
4134,0,0,0.7028122
5739,0,0,0.7512414
5763,0,0,0.97016954
4267,0,0,0.9572221
5726,0,0,0.825765
5783,0,0,0.79709435
5670,1,0,0.82835996
7474,1,0,0.0906269
17,0,0,0.78910375
4067,0,0,0.9484069
4302,0,0,0.029489249
4235,0,0,0.11319673
7334,0,1,0.48465183
8245,0,1,0.637099
4170,0,0,0.70451343
4041,0,1,0.4175513
5797,0,0,0.32671368
5707,0,0,0.37921485
4160,1,1,0.5290879
4281,0,0,0.34194478
7495,1,1,0.098121196
7441,1,1,0.6817074
7739,0,1,0.62201965
8207,0,1,0.43578047
8244,0,1,0.5882801
5618,0,0,0.79490006
5140,1,0,0.13206312
45,0,0,0.6553432
8205,0,1,0.6193351
4137,0,0,0.94285595
7475,1,1,0.38227543
4151,1,0,0.36384308
16,1,0,0.79841936
5612,0,0,0.6297716
48,0,0,0.26867512
4171,1,1,0.24559721
7673,1,0,0.8356707
5616,0,0,0.41032246
7455,1,1,0.7869791
7694,0,0,0.9039056
5581,0,0,0.9600625
4263,0,0,0.07343334
7447,1,1,0.6326031
7331,1,1,0.38613346
4205,0,0,0.06845063
26,1,1,0.12932524
7521,0,0,0.955556
5538,0,0,0.834375
8351,0,0,0.8343868
4344,0,0,0.5466913
4209,0,0,0.96104217
37,1,1,0.4687496
5770,0,0,0.9554
8246,0,1,0.7604276
5149,0,0,0.80344546
5570,0,0,0.971298
8247,0,1,0.5048115
5788,0,0,0.8057269
8219,0,1,0.34674504
7429,0,0,0.62277734
7508,1,0,0.9651458
4174,0,0,0.7411536
7689,1,1,0.16915023
7699,0,0,0.6155595
5604,0,0,0.9735334
8248,0,1,0.38104925
7663,0,0,0.8394128
5680,0,0,0.68110704
4140,1,1,0.25575283
5781,0,0,0.8929272
7730,1,0,0.027103331
4142,0,0,0.85881126
5806,0,0,0.83286655
7427,0,0,0.4977577
4132,0,0,0.8799473
7363,1,1,0.08524361
7424,0,0,0.8079139
7491,1,1,0.13753831
3900,0,0,0.5849377
4206,0,0,0.9170222
7402,0,0,0.9227519
3876,1,1,0.2891695
5197,1,0,0.32244232
5195,1,1,0.73396325
7484,1,1,0.23908517
5687,0,0,0.4331288
7519,1,1,0.7090069
5773,0,0,0.9239894
4045,0,1,0.45339563
53,1,1,0.36357808
4131,0,0,0.32098216
5178,1,1,0.103937745
8345,0,1,0.33292145
4187,0,0,0.7192697
5759,0,0,0.9796889
7677,1,1,0.035027504
7655,1,0,0.52154946
8,1,1,0.5117612
7587,0,0,0.9277141
36,0,0,0.55798393
5553,0,0,0.74031764
5752,0,0,0.9753281
4233,0,1,0.06470406
4283,0,0,0.6199107
7687,1,1,0.5589931
5672,1,0,0.82168436
5724,0,0,0.7809384
7436,1,1,0.8284749
7448,0,1,0.3661644
7438,0,0,0.6398369
4242,0,0,0.46790755
5711,0,0,0.014464229
4277,0,0,0.08435756
5189,0,1,0.001537025
4130,0,0,0.83055604
7527,0,1,0.28747332
7410,0,0,0.9788874
5741,1,0,0.6936746
7728,1,1,0.20215449
5651,0,0,0.9130394
7530,1,1,0.6462909
5589,0,0,0.96589947
5811,0,0,0.9743457
4127,0,1,0.1727264
4126,1,1,0.48656985
7712,1,1,0.21251154
4325,1,1,0.091468364
7470,1,0,0.05673185
7722,1,1,0.19652414
5760,0,0,0.92569506
7375,0,0,0.9650341
4328,1,0,0.6600845
5564,0,0,0.08795124
4305,1,1,0.6960733
4166,1,1,0.50801325
4063,1,0,0.6130316
7688,0,0,0.92849874
5709,0,0,0.9519142
4122,1,1,0.59041506
7345,1,1,0.6118397
8241,0,1,0.53157055
4177,0,0,0.91980517
5710,0,0,0.90864563
4259,0,0,0.9434234
4273,0,0,0.1961784
7664,0,0,0.73678267
5175,0,0,0.10056603
4062,1,0,0.7869384
4163,0,1,0.15183139
4182,0,1,0.5652629
5539,1,0,0.9727186
4226,0,1,0.37100494
5190,1,1,0.51934385
7515,0,0,0.37548044
8352,0,0,0.7981036
7750,1,1,0.6847793
7506,0,0,0.855998
7726,1,1,0.34524724
4069,0,0,0.90573394
5738,0,0,0.9043063
5177,0,0,0.931268
7523,0,0,0.9591755
7509,0,0,0.41627622
7329,1,1,0.5896027
8212,0,1,0.35068914
4199,0,0,0.42305827
5742,0,0,0.5531579
1,0,0,0.54320335
7486,1,0,0.24660209
7582,0,0,0.93665683
959,0,0,0.5240836
5725,1,1,0.80586416
7671,1,1,0.015936881
7497,1,1,0.19021374
5161,1,1,0.15116969
8250,0,1,0.447448
7444,0,1,0.5543065
5610,0,0,0.5355115
4247,0,0,0.6497936
7636,0,0,0.8570943
5542,0,0,0.73272884
5597,0,0,0.69168305
7467,0,0,0.8879132
3903,0,0,0.8536279
5792,0,0,0.8452274
4212,1,1,0.40648457
8239,0,1,0.29488024
5708,0,0,0.27430287
5772,0,0,0.9573101
5148,1,1,0.3002844
7464,0,1,0.74029195
5764,0,0,0.9723738
7676,1,1,0.060967833
4213,0,0,0.26440266
7456,0,0,0.833025
7524,0,0,0.7302109
5777,0,0,0.6877918
4297,0,0,0.91472757
5749,0,0,0.91592443
5185,0,0,0.9492626
7737,1,1,0.5253799
5810,0,0,0.45335677
4338,0,1,0.09864092
4238,0,0,0.6978755
7338,1,0,0.95718765
5728,0,0,0.4761109
5733,0,0,0.67497444
4262,0,0,0.70168865
5151,1,1,0.50169337
5159,1,1,0.85982585
4204,0,1,0.16906226
8238,0,1,0.21528006
7611,0,0,0.84263027
5573,0,0,0.8346894
4327,0,1,0.32984102
5606,0,0,0.22720766
5740,0,0,0.40978065
8348,0,1,0.38691473
7434,0,0,0.7151508
4319,1,1,0.08212471
7746,0,0,0.6638427
5720,0,0,0.76251185
7690,1,1,0.008917838
7565,0,0,0.9623167
5746,0,0,0.8237267
7680,1,0,0.09364128
5657,0,0,0.6728078
5782,0,1,0.29959914
5678,0,0,0.90049976
7432,1,1,0.80869496
964,0,0,0.9260677
4222,0,0,0.90395653
5799,1,0,0.55432755
7709,1,0,0.90886474
4139,0,1,0.45825768
5625,0,0,0.7941589
35,0,0,0.96146977
5641,0,0,0.9425169
4150,1,1,0.78111225
5755,0,0,0.74037564
7729,1,1,0.22233471
7692,1,0,0.8765825
7681,1,0,0.42372277
5585,0,0,0.91910493
7327,0,1,0.22046494
7559,0,0,0.45014435
974,1,1,0.8079462
5664,0,0,0.9642912
4220,0,0,0.75754434
7336,0,0,0.62442344
7505,1,0,0.21371026
5675,0,0,0.954829
5791,0,0,0.8505051
5561,0,0,0.7275151
7533,1,1,0.046244293
5654,0,0,0.9067759
7499,1,1,0.19442606
7713,1,0,0.38681334
4186,1,0,0.77156997
5167,0,0,0.29992604
7431,1,1,0.6902338
7512,0,0,0.9173149
5172,0,0,0.33733904
7362,1,1,0.050564587
7682,1,0,0.2276527
4197,0,0,0.032289118
4,0,1,0.2160933
7364,0,0,0.83692944
5743,0,0,0.79411995
7736,1,0,0.27029765
5713,0,0,0.5541705
7332,1,1,0.7795551
5647,0,0,0.83840895
7319,1,1,0.43542716
8346,1,1,0.34996253
5784,0,0,0.9261947
977,0,0,0.88311386
7442,0,0,0.39511093
7321,1,0,0.3270352
5674,0,0,0.5186349
5181,0,0,0.9671001
5603,0,0,0.53580976
47,0,1,0.35431704
32,0,0,0.82622814
7658,1,1,0.17618033
7411,0,0,0.8069873
7477,1,1,0.053889245
4180,1,1,0.13637587
4099,0,1,0.34168208
27,0,0,0.88518727
7716,0,0,0.77561915
4210,0,0,0.97578406
5590,0,0,0.8763758
7400,0,0,0.96250665
5153,1,1,0.5089023
4268,0,0,0.803946
5194,1,1,0.53830415
5775,0,0,0.97087246
5166,0,0,0.8515301
5693,0,0,0.9369767
5599,0,0,0.9372567
4103,1,1,0.8083464
62,0,0,0.5888025
5572,0,0,0.71507525
5748,0,0,0.58762753
4068,0,0,0.9172981
8252,1,0,0.71251655
5621,0,0,0.7880813
7476,1,0,0.4601247
8243,0,1,0.30837283
64,0,0,0.8969451
7450,0,0,0.082436204
14,0,0,0.86790574
4136,1,1,0.3922885
40,1,0,0.41235387
5593,0,0,0.7225239
5154,0,1,0.47296083
4167,0,0,0.8790132
7357,1,1,0.6118397
4196,0,1,0.107385665
7642,0,0,0.9211071
7428,1,1,0.10027945
52,0,0,0.69049203
7520,1,1,0.076709695
4317,0,0,0.56725955
7342,0,0,0.65192926
7313,1,1,0.07105264
7318,1,1,0.11281845
4275,0,0,0.4165134
5802,0,0,0.9515579
4231,1,0,0.06304914
7320,1,1,0.023746908
5562,0,0,0.862839
5556,0,0,0.8306343
4250,0,0,0.25043344
7453,1,1,0.8652636
7504,1,0,0.08571131
4249,0,1,0.14214215
7727,1,1,0.079167314
8235,0,0,0.9426191
4181,0,0,0.6210766
4141,0,0,0.18102153
5656,0,0,0.6052762
7323,0,0,0.9604925
5176,1,1,0.01624322
5803,0,0,0.7202642
5577,0,0,0.7427999
7459,0,0,0.57087517
7396,0,1,0.45722178
3878,0,0,0.93652236
5666,0,0,0.59274185
5164,1,1,0.1392236
8208,0,1,0.69346905
4185,0,0,0.5190083
34,0,0,0.92669356
7403,0,0,0.9283346
5609,0,0,0.8039603
8249,0,1,0.40058795
970,0,0,0.41907
7541,1,1,0.3011427
5665,0,0,0.65211725
7404,0,0,0.95944786
4221,0,0,0.8819866
13,1,0,0.8518058
4295,0,0,0.61904883
5701,0,0,0.8167836
5162,0,0,0.47686043
4146,0,0,0.93382597
7478,0,0,0.40268755
20,1,1,0.32058868
5747,0,0,0.26615548
7469,1,1,0.08904612
5663,0,0,0.8727231
8237,0,1,0.27840284
5787,0,0,0.8372066
7686,1,1,0.8088193
4169,0,0,0.8127098
7704,1,0,0.14371915
5800,0,0,0.7216934
5611,0,0,0.7149732
5575,0,0,0.9393149
7498,0,0,0.19617954
7341,1,1,0.63875115
4232,0,0,0.19429448
21,1,0,0.5375192
5560,0,0,0.83177495
4256,0,0,0.8935497
7684,1,0,0.6802951
5160,0,0,0.1308467
7443,0,0,0.90481883
4323,1,0,0.2976341
7374,0,0,0.88652015
4070,0,0,0.9326749
7513,0,0,0.76423377
966,0,0,0.44515896
4310,0,0,0.7210181
5567,0,0,0.92736983
4061,1,1,0.5715976
8234,0,0,0.8729105
7502,1,0,0.02158165
