index,stereo,stereo_pred,softmax_confidence
67,1,0,0.42205575
5624,0,1,0.4251102
12,0,0,0.8707757
7333,1,1,0.5948366
5679,0,1,0.85276794
5537,1,0,0.92919683
5637,1,0,0.8106552
5702,0,1,0.6469356
5805,0,0,0.72084534
4164,1,1,0.7348448
4292,1,1,0.54324484
7359,1,0,0.6057743
5751,0,0,0.6033907
7685,0,1,0.802454
4179,1,1,0.87056935
7317,0,0,0.6409575
7335,0,1,0.64903796
7472,1,1,0.508648
4326,1,1,0.7586478
5729,0,1,0.58568394
2,0,1,0.13705352
5586,0,0,0.8045565
5655,0,0,0.5462427
5661,0,0,0.8582225
7490,1,1,0.42426416
4188,1,0,0.438821
7516,0,0,0.035036534
8218,0,0,0.9279767
7468,0,0,0.46758345
8217,0,0,0.9321048
5152,0,0,0.6119088
5180,0,1,0.14366457
5268,1,1,0.71681863
5735,0,0,0.96367204
5587,0,0,0.3097956
4278,1,0,0.11165637
5683,0,0,0.9582086
5677,1,1,0.89488024
8230,0,0,0.85830176
8233,0,0,0.099446416
4223,0,0,0.8225908
7439,1,1,0.5294042
7526,1,1,0.49346945
7650,0,1,0.5527654
4227,0,0,0.93651533
7683,1,1,0.7393613
7707,1,0,0.32791778
3890,1,1,0.6997768
5697,0,1,0.7536965
55,0,1,0.5610292
4193,0,0,0.01430577
4046,0,0,0.28159833
5179,1,1,0.57194054
25,0,0,0.96104026
951,1,1,0.90738356
7511,0,0,0.6699829
44,1,0,0.5409081
5694,0,1,0.75009453
5778,0,0,0.8398709
7500,1,1,0.5672858
5809,0,1,0.583652
7708,1,0,0.057626788
7460,0,0,0.9028867
5646,0,0,0.5214757
7414,0,0,0.86034393
4324,0,1,0.74067473
4301,1,1,0.5527991
7649,0,0,0.89601755
5205,0,1,0.51610315
7674,0,0,0.570441
4236,0,0,0.3486589
5582,0,0,0.6465477
7401,0,0,0.6841297
4189,0,0,0.91311634
4334,0,0,0.02724123
8231,1,0,0.44537303
7698,0,1,0.7298089
5820,1,1,0.60959685
5771,0,0,0.88794374
60,0,1,0.3405461
5196,1,1,0.6013768
971,0,0,0.7739103
7353,0,0,0.2512347
4255,0,0,0.89543486
7622,1,1,0.3703506
5795,0,0,0.8640261
5703,0,0,0.8399631
5551,0,1,0.66049516
4162,0,0,0.040266454
5717,0,0,0.38358304
4332,1,1,0.8747797
3894,0,0,0.62538826
5135,0,0,0.6405064
5780,0,0,0.5860225
7662,1,1,0.6173277
5543,0,1,0.50146127
4298,1,1,0.42407927
4308,0,1,0.45479032
4241,0,1,0.37185755
5736,0,0,0.8760376
5619,0,0,0.71421534
5635,1,1,0.66593426
7458,1,1,0.8833728
4102,1,1,0.48556966
4311,0,0,0.2310059
7483,1,1,0.4434862
5615,0,1,0.4284601
5727,0,0,0.8292427
5706,1,1,0.3016769
29,0,0,0.72796214
4145,0,1,0.46271226
4228,0,1,0.0019963086
8213,0,0,0.9403622
7339,1,1,0.87367535
7310,1,1,0.7152271
5186,0,1,0.53537107
8228,0,0,0.88913614
7742,0,0,0.8759624
5690,1,1,0.3984043
65,0,0,0.96078384
7675,0,0,0.72903264
7659,1,1,0.61605847
4234,1,1,0.5253774
7344,1,1,0.8749724
4335,1,1,0.30530968
4201,1,0,0.018912762
4215,0,0,0.5541245
7330,0,0,0.90986013
5669,0,0,0.12066689
4285,0,0,0.91884696
5596,0,0,0.5449618
5715,0,0,0.89664525
7745,1,1,0.7094945
4229,0,0,0.89651537
7350,1,0,0.5245061
5549,0,0,0.6344054
71,0,0,0.9445834
973,0,1,0.15434542
33,0,0,0.96170557
5776,0,0,0.68132937
4239,1,0,0.6044865
4184,0,0,0.8299973
5648,0,0,0.8801795
5750,0,0,0.9014786
5756,0,0,0.5886239
956,0,0,0.46608734
963,0,0,0.92031765
5139,1,1,0.4205712
961,0,0,0.94408965
5552,0,0,0.12760147
7700,0,0,0.817276
5737,1,0,0.15811995
5686,0,1,0.27401307
5617,0,1,0.2179245
5653,0,1,0.61368334
4341,1,0,0.92239344
5,1,1,0.6790409
4290,0,0,0.7051034
5798,0,1,0.44040015
3877,0,0,0.13704053
976,0,0,0.5427567
7471,1,1,0.7185619
5579,0,0,0.4767674
4294,0,0,0.9336177
5568,0,0,0.4027605
5565,0,0,0.2674942
7703,1,1,0.5968796
4261,0,0,0.9607669
5691,0,0,0.8178878
4246,0,0,0.3135604
5630,0,1,0.1785515
5594,0,0,0.4693115
7473,1,1,0.33281922
5595,0,1,0.41691458
7711,1,1,0.48329943
5689,0,1,0.8395043
4044,1,1,0.7228606
5576,0,0,0.5096718
4230,1,1,0.3158035
5671,1,1,0.75063545
4265,0,0,0.52449274
5206,1,1,0.7039852
9,0,0,0.69837487
8222,0,0,0.8906646
4176,0,0,0.30792284
7466,1,1,0.30294862
960,0,0,0.107590616
5712,0,0,0.73056847
5658,0,0,0.77425253
8240,0,1,0.32645926
4219,0,1,0.4817158
7522,0,0,0.10147849
4191,0,1,0.23915502
7446,1,1,0.22745699
8349,0,1,0.77568007
5644,1,0,0.9258826
4207,1,1,0.24377754
7691,1,0,0.31106067
7351,1,1,0.835127
7325,0,0,0.80378056
7538,1,0,0.073210746
4157,0,0,0.93444675
8226,0,0,0.6895969
5685,0,0,0.83777773
7607,0,0,0.91728354
7544,1,1,0.2289696
5184,0,1,0.655515
5580,0,1,0.50711787
5578,0,1,0.09812568
7,1,1,0.71081114
5173,0,0,0.8797146
4135,1,1,0.2706003
4337,0,0,0.9429953
7452,0,1,0.8119528
4203,0,0,0.9142561
4309,1,1,0.8488052
5662,0,0,0.90727305
5757,0,0,0.044973228
7517,0,1,0.2686532
5559,0,1,0.35374254
7426,1,1,0.7977704
7482,1,1,0.3398583
5536,0,0,0.9219713
5753,0,1,0.15089211
8225,0,0,0.61546004
7584,0,0,0.89974284
5627,0,1,0.47426236
5698,0,1,0.13877395
7754,0,0,0.11552331
7661,1,1,0.5546893
7433,0,0,0.14856124
7449,0,1,0.3786476
4143,0,0,0.65204126
4208,0,0,0.93600917
7322,0,0,0.6198182
8206,0,1,0.4934648
4192,0,0,0.7448367
7503,1,0,0.249028
958,1,1,0.22464085
4128,1,1,0.48807782
4282,0,0,0.7375318
5540,0,0,0.42357275
5744,0,0,0.8890499
8221,0,0,0.954774
7501,1,1,0.37587455
43,0,0,0.5442797
7740,1,1,0.8776921
4073,0,0,0.8280176
5721,1,1,0.8390226
7608,0,0,0.68698096
5668,0,1,0.72481525
4291,0,0,0.92359436
5183,1,1,0.5455836
5639,0,1,0.23686796
8236,0,1,0.31756532
7596,0,1,0.19408214
7528,1,1,0.6936953
7487,0,1,0.06240335
0,0,0,0.51322997
5605,0,0,0.55098903
4340,0,0,0.55612934
5157,0,0,0.22813809
4296,0,0,0.9202023
7539,1,1,0.4329544
5718,0,0,0.67797357
5548,0,1,0.0048237145
5700,0,1,0.60893667
8224,0,0,0.9417829
5614,0,0,0.32215795
4152,0,0,0.3450047
4065,0,1,0.24488947
7343,1,1,0.6621199
5631,0,1,0.22359422
5723,0,0,0.7252334
7744,0,0,0.95297337
969,0,0,0.90480584
8229,0,0,0.8638064
4161,1,1,0.6561594
4343,0,0,0.5381919
5628,0,0,0.057062715
4254,1,0,0.12541953
7422,0,0,0.5408832
7734,0,1,0.45516405
69,1,1,0.36918604
4271,1,1,0.6895267
4071,0,0,0.89521486
4280,1,1,0.13421857
5636,1,1,0.82570976
4306,0,0,0.88609266
4124,1,1,0.63473415
5633,0,0,0.41581783
5758,0,0,0.8032979
7315,1,1,0.6898613
4100,1,1,0.42878863
4318,1,0,0.11082241
7348,1,1,0.84293115
4144,0,0,0.28867656
28,1,1,0.39361033
5734,0,0,0.908746
4173,1,0,0.7597053
5602,0,1,0.40143088
7312,1,1,0.49477687
5534,1,1,0.74991924
5719,0,0,0.5537788
4149,0,0,0.9013801
5667,0,0,0.9090891
4118,1,1,0.32621086
4153,0,0,0.8884376
6,1,1,0.599281
7316,0,0,0.5918958
5714,1,1,0.79432774
7326,0,0,0.93894565
5790,0,0,0.0037271976
952,0,0,0.8850322
8344,0,1,0.37728277
5626,0,0,0.2580413
4218,1,0,0.41430655
4125,1,1,0.683757
7531,1,0,0.81472635
4214,0,0,0.92940056
4200,0,0,0.59756756
4194,1,1,0.18323445
7337,1,1,0.8851161
4072,0,0,0.93378496
8350,0,1,0.5686865
5682,0,0,0.6267152
7672,0,0,0.076803446
5198,0,1,0.1780264
4165,1,0,0.83663195
41,0,1,0.63903207
7647,0,1,0.23041973
3892,0,1,0.7342162
5766,0,0,0.86678654
56,0,1,0.110782266
5620,0,0,0.80696607
7423,1,1,0.65969944
5584,0,1,0.3606626
5569,0,0,0.3877451
24,1,1,0.59468377
5629,0,0,0.13315803
5643,0,0,0.8294938
5699,0,0,0.91918993
7412,0,0,0.81722856
5134,1,1,0.34963238
5761,0,1,0.6715753
5158,0,1,0.63669056
5555,0,0,0.8190217
4244,0,0,0.2961155
5705,1,0,0.38989475
7668,1,1,0.46338224
5545,0,0,0.16900817
5170,0,0,0.7599133
4156,0,0,0.5292667
18,0,0,0.42808124
7314,0,0,0.728017
7669,1,1,0.7283701
61,0,0,0.5384797
4252,0,0,0.93985784
7723,1,1,0.7306975
4258,1,1,0.21174899
5762,0,0,0.6950917
5136,1,1,0.78149796
5796,0,0,0.7120366
7705,1,1,0.75530624
5716,1,1,0.66702825
5789,0,0,0.9272275
5808,0,0,0.36145023
5557,0,1,0.15264356
5168,1,0,0.5186542
7309,1,1,0.46629965
7349,1,1,0.844341
5150,0,1,0.26961118
5187,1,1,0.7215338
953,0,0,0.9543353
7717,1,1,0.78486776
5601,0,0,0.05195436
5732,0,0,0.8689339
4040,0,0,0.19205585
5193,0,0,0.87587476
968,1,1,0.5430292
8216,0,1,0.19637838
7701,1,1,0.6616334
5786,0,0,0.6703688
7710,1,1,0.730984
11,0,0,0.36832133
5171,0,1,0.003984034
5774,0,0,0.64585745
7536,1,1,0.71876514
42,1,1,0.43106174
4147,0,1,0.3471218
5191,1,1,0.33766225
7492,1,1,0.7756753
5204,1,1,0.5695162
5645,0,1,0.18532035
7718,0,0,0.72379535
8242,0,0,0.91121924
7440,1,1,0.57399476
5793,0,1,0.37607205
4237,0,1,0.539565
4315,1,1,0.67119455
15,0,0,0.93454534
7463,0,0,0.94709444
4304,0,1,0.33865452
7494,1,1,0.20160669
4202,0,0,0.7255804
4159,0,0,0.86871904
984,0,1,0.76409036
5622,0,1,0.83067423
22,1,0,0.2658136
4336,0,0,0.18474129
7346,1,1,0.8749724
7696,0,0,0.5722128
7725,1,1,0.33659974
4320,0,1,0.4061103
5532,1,1,0.7434571
5722,0,0,0.73789
7666,0,0,0.8936905
4183,1,0,0.631441
5812,0,0,0.6001799
972,1,1,0.78947556
5730,0,0,0.82303834
68,1,0,0.8382181
8204,0,1,0.29126677
4264,0,0,0.9450395
7572,0,0,0.9242643
5535,0,1,0.24389565
4133,0,0,0.82451284
954,1,0,0.1851585
7461,1,1,0.8676498
5681,0,0,0.7511333
5547,0,0,0.6653791
4168,0,0,0.9254005
4251,0,0,0.08416024
4216,0,0,0.6929177
5588,0,1,0.4491563
8227,0,0,0.7157792
5660,0,0,0.9134615
4043,0,1,0.027503252
7631,1,0,0.42179605
5613,0,1,0.36277518
7425,1,1,0.8659643
5769,0,1,0.33429766
4066,0,0,0.0672698
4042,0,0,0.56341577
5574,0,1,0.07783789
7743,0,1,0.8462907
57,1,1,0.8048314
5704,0,0,0.29679722
7354,1,1,0.8649718
8214,0,1,0.1932348
5137,0,1,0.35219947
4248,0,0,0.9357623
46,0,0,0.62085986
4329,1,1,0.6041179
4175,0,0,0.8803743
999,1,1,0.8441292
7667,1,1,0.39891446
7537,1,1,0.76592875
7405,0,0,0.5383557
7496,1,1,0.68656147
4243,0,0,0.45365077
7485,0,1,0.71356094
5544,0,0,0.22149324
7355,1,1,0.80371696
4284,1,1,0.49396026
4321,1,1,0.7302265
5779,0,0,0.47408915
4293,0,0,0.3316387
4129,0,0,0.89226747
4064,0,1,0.7725781
7525,0,0,0.9351524
7645,0,0,0.32720628
50,0,1,0.45782703
4333,1,1,0.44318143
8220,0,0,0.90715027
4121,1,1,0.13575292
5571,0,0,0.7673055
5754,0,0,0.38848594
5174,1,1,0.8404633
7518,1,1,0.52843153
4300,0,1,0.4824605
19,0,0,0.7004057
7591,0,1,0.6859571
7529,1,1,0.7884873
7589,1,1,0.49660543
5182,1,1,0.61916137
5638,0,0,0.019655347
5801,0,0,0.72223854
38,0,0,0.1282905
4155,0,0,0.93464184
4225,0,0,0.4637585
7660,1,1,0.84760386
7347,1,1,0.80371696
7488,1,0,0.45627055
7693,0,0,0.8989418
4134,0,0,0.71963286
5739,0,0,0.76023537
5763,0,0,0.89482176
4267,0,0,0.8768434
5726,0,0,0.87896323
5783,0,0,0.39849594
5670,1,1,0.1580998
7474,1,1,0.45764136
17,0,0,0.76489365
4067,0,0,0.93475103
4302,0,1,0.46027026
4235,0,0,0.44215828
7334,0,0,0.34320793
8245,0,1,0.26737857
4170,0,0,0.9079438
4041,0,0,0.22455353
5797,0,0,0.30187842
5707,0,1,0.43125245
4160,1,1,0.7054896
4281,0,1,0.4813604
7495,1,1,0.8063284
7441,1,1,0.5449537
7739,0,1,0.6343608
8207,0,0,0.16250572
8244,0,1,0.3254884
5618,0,0,0.3318145
5140,1,1,0.17463706
45,0,1,0.19404371
8205,0,1,0.48251307
4137,0,0,0.93466866
7475,1,1,0.50624967
4151,1,0,0.17884883
16,1,0,0.557209
5612,0,1,0.10781859
48,0,1,0.22934568
4171,1,0,0.068796635
7673,1,1,0.10230598
5616,0,0,0.09699628
7455,1,1,0.90176094
7694,0,0,0.93423676
5581,0,0,0.6669854
4263,0,0,0.41733506
7447,1,1,0.6071648
7331,1,1,0.3615507
4205,0,1,0.009311408
26,1,1,0.5493872
7521,0,0,0.93792355
5538,0,0,0.87585753
8351,0,0,0.8049756
4344,0,0,0.17140403
4209,0,0,0.554755
37,1,1,0.73280215
5770,0,0,0.39375246
8246,0,1,0.66328967
5149,0,0,0.92489576
5570,0,0,0.78587085
8247,0,1,0.30198824
5788,0,0,0.6694875
8219,0,1,0.2892021
7429,0,0,0.5496975
7508,1,0,0.8053499
4174,0,0,0.37832972
7689,1,1,0.15285078
7699,0,1,0.29409787
5604,0,0,0.7269144
8248,0,1,0.19489133
7663,0,0,0.73403335
5680,0,1,0.80612165
4140,1,0,0.39141223
5781,0,1,0.16544744
7730,1,1,0.7595675
4142,0,0,0.8776386
5806,0,0,0.73756975
7427,0,1,0.685261
4132,0,0,0.9247099
7363,1,1,0.6974211
7424,0,0,0.9231171
7491,1,1,0.36770555
3900,0,1,0.13906205
4206,0,0,0.9164475
7402,0,0,0.38805184
3876,1,1,0.80283606
5197,1,1,0.70045483
5195,1,1,0.81030834
7484,1,1,0.7603348
5687,0,0,0.60688007
7519,1,1,0.7576996
5773,0,0,0.8131347
4045,0,0,0.095063515
53,1,1,0.21113122
4131,0,1,0.6256248
5178,1,1,0.069685936
8345,0,1,0.25385687
4187,0,0,0.26328805
5759,0,0,0.9051863
7677,1,1,0.5485797
7655,1,0,0.41370624
8,1,1,0.705759
7587,0,0,0.8938761
36,0,1,0.34612978
5553,0,1,0.30264637
5752,0,0,0.8825059
4233,0,0,0.5573196
4283,0,0,0.40995
7687,1,1,0.51510024
5672,1,1,0.7201815
5724,0,0,0.32975942
7436,1,1,0.8358859
7448,0,1,0.07928488
7438,0,0,0.17568743
4242,0,0,0.44886258
5711,0,1,0.67392623
4277,0,0,0.59517145
5189,0,1,0.0101421485
4130,0,0,0.902771
7527,0,1,0.613935
7410,0,0,0.84186
5741,1,1,0.7277076
7728,1,1,0.74480367
5651,0,0,0.80769706
7530,1,1,0.67169297
5589,0,0,0.76627517
5811,0,0,0.92549884
4127,0,0,0.19608064
4126,1,1,0.6625619
7712,1,1,0.40285102
4325,1,1,0.43454692
7470,1,1,0.5791502
7722,1,1,0.51020706
5760,0,0,0.7933234
7375,0,0,0.84414744
4328,1,0,0.71490955
5564,0,1,0.47535068
4305,1,1,0.7694491
4166,1,1,0.8726597
4063,1,0,0.09998841
7688,0,0,0.94151235
5709,0,0,0.33828261
4122,1,0,0.15546003
7345,1,1,0.80371696
8241,0,1,0.3486558
4177,0,0,0.8751186
5710,0,1,0.20467243
4259,0,0,0.5655891
4273,0,0,0.2998058
7664,0,0,0.88669425
5175,0,0,0.8332558
4062,1,1,0.25203988
4163,0,1,0.3730116
4182,0,1,0.80226076
5539,1,0,0.89891714
4226,0,1,0.4435079
5190,1,1,0.6786901
7515,0,0,0.33136368
8352,0,1,0.35797706
7750,1,1,0.77702284
7506,0,0,0.85772634
7726,1,1,0.79986435
4069,0,0,0.7261911
5738,0,1,0.44526157
5177,0,0,0.7979966
7523,0,0,0.9341892
7509,0,0,0.19773439
7329,1,1,0.6864897
8212,0,1,0.2058593
4199,0,0,0.2573327
5742,0,0,0.61984074
1,0,0,0.055371825
7486,1,1,0.48340908
7582,0,0,0.94846386
959,0,0,0.13592395
5725,1,1,0.8949709
7671,1,1,0.7624939
7497,1,1,0.6653312
5161,1,1,0.6915339
8250,0,1,0.6293932
7444,0,1,0.5203197
5610,0,1,0.4349244
4247,0,0,0.6829958
7636,0,0,0.07929105
5542,0,0,0.6297939
5597,0,0,0.30167258
7467,0,0,0.93765676
3903,0,0,0.08650038
5792,0,0,0.65281403
4212,1,1,0.7044532
8239,0,1,0.25290546
5708,0,1,0.4356514
5772,0,0,0.21599606
5148,1,1,0.74250615
7464,0,1,0.595744
5764,0,0,0.8359765
7676,1,1,0.46965078
4213,0,1,0.32684353
7456,0,0,0.7491338
7524,0,0,0.9325752
5777,0,0,0.31572852
4297,0,0,0.840944
5749,0,0,0.75124663
5185,0,0,0.7847712
7737,1,1,0.7172209
5810,0,1,0.64581996
4338,0,1,0.57152766
4238,0,0,0.91389084
7338,1,0,0.88451624
5728,0,0,0.23658521
5733,0,0,0.89256656
4262,0,0,0.39675635
5151,1,1,0.60283196
5159,1,1,0.88640475
4204,0,0,0.032513767
8238,0,1,0.15857169
7611,0,0,0.81684303
5573,0,0,0.49108648
4327,0,1,0.8091692
5606,0,1,0.103072315
5740,0,1,0.79841423
8348,0,1,0.55502856
7434,0,0,0.18867746
4319,1,1,0.6718547
7746,0,0,0.85549
5720,0,0,0.7961745
7690,1,1,0.73346174
7565,0,0,0.93240845
5746,0,0,0.91897416
7680,1,1,0.7876053
5657,0,0,0.025105745
5782,0,1,0.6116699
5678,0,0,0.84949255
7432,1,1,0.830405
964,0,0,0.9390037
4222,0,0,0.90153337
5799,1,1,0.414499
7709,1,0,0.59366477
4139,0,1,0.5607061
5625,0,0,0.38428685
35,0,0,0.94539607
5641,0,0,0.8044559
4150,1,1,0.5571094
5755,0,1,0.18151648
7729,1,1,0.35587513
7692,1,1,0.40712067
7681,1,1,0.43785563
5585,0,0,0.33435774
7327,0,0,0.057092372
7559,0,0,0.43752602
974,1,1,0.89623463
5664,0,0,0.9129035
4220,0,0,0.0869894
7336,0,0,0.81442225
7505,1,1,0.78901935
5675,0,0,0.8784274
5791,0,0,0.76555717
5561,0,1,0.22535868
7533,1,1,0.78098524
5654,0,0,0.53579974
7499,1,1,0.45893833
7713,1,1,0.7161015
4186,1,0,0.8050873
5167,0,0,0.7746613
7431,1,1,0.86667395
7512,0,0,0.954248
5172,0,0,0.6505884
7362,1,1,0.73858047
7682,1,1,0.7318257
4197,0,0,0.57379234
4,0,1,0.7279979
7364,0,0,0.92626154
5743,0,0,0.9469168
7736,1,1,0.1387155
5713,0,0,0.033319503
7332,1,1,0.7724656
5647,0,0,0.23386344
7319,1,1,0.7064075
8346,1,1,0.31930962
5784,0,0,0.65513694
977,0,0,0.94141173
7442,0,0,0.63771725
7321,1,1,0.78710866
5674,0,1,0.8553958
5181,0,0,0.73553836
5603,0,0,0.6968945
47,0,1,0.6732564
32,0,0,0.9635476
7658,1,1,0.43097493
7411,0,1,0.22328067
7477,1,1,0.37112284
4180,1,1,0.01819089
4099,0,0,0.12425399
27,0,0,0.9638991
7716,0,0,0.53202295
4210,0,0,0.91692847
5590,0,0,0.46627674
7400,0,0,0.74093884
5153,1,1,0.78617764
4268,0,0,0.9141847
5194,1,1,0.7048474
5775,0,0,0.8902041
5166,0,0,0.19266033
5693,0,0,0.9108966
5599,0,0,0.85897374
4103,1,1,0.8442304
62,0,0,0.9408695
5572,0,0,0.0041495264
5748,0,1,0.12037599
4068,0,0,0.91361415
8252,1,1,0.058291435
5621,0,0,0.4484402
7476,1,1,0.71514547
8243,0,1,0.097156435
64,0,0,0.66524744
7450,0,0,0.20205265
14,0,0,0.9550506
4136,1,1,0.6256579
40,1,1,0.4644641
5593,0,1,0.36001545
5154,0,1,0.73469466
4167,0,0,0.9156583
7357,1,1,0.80371696
4196,0,0,0.009202033
7642,0,0,0.8867954
7428,1,1,0.7056469
52,0,0,0.6555518
7520,1,1,0.30611745
4317,0,0,0.16685662
7342,0,0,0.8164811
7313,1,1,0.7845195
7318,1,1,0.7060293
4275,0,0,0.6307167
5802,0,0,0.9188657
4231,1,1,0.4352195
7320,1,1,0.33212888
5562,0,0,0.58200705
5556,0,0,0.8011756
4250,0,1,0.32223645
7453,1,1,0.89754474
7504,1,1,0.76691115
4249,0,0,0.03404245
7727,1,1,0.7995294
8235,0,0,0.911386
4181,0,0,0.86610484
4141,0,0,0.44089168
5656,0,0,0.29460838
7323,0,0,0.9478647
5176,1,1,0.31760302
5803,0,1,0.21196961
5577,0,0,0.35622695
7459,0,1,0.023816051
7396,0,1,0.15586793
3878,0,0,0.83163893
5666,0,1,0.36558592
5164,1,1,0.7293626
8208,0,1,0.4674691
4185,0,0,0.24868679
34,0,0,0.93210316
7403,0,0,0.44125542
5609,0,0,0.8035365
8249,0,1,0.21967444
970,0,0,0.7468548
7541,1,1,0.76266307
5665,0,0,0.73830414
7404,0,0,0.4928021
4221,0,0,0.9305041
13,1,0,0.48926458
4295,0,0,0.76611555
5701,0,0,0.8815857
5162,0,1,0.52432036
4146,0,0,0.9013482
7478,0,0,0.7156059
20,1,1,0.25135577
5747,0,1,0.3892847
7469,1,1,0.48961613
5663,0,0,0.38402295
8237,0,1,0.2705814
5787,0,0,0.5231139
7686,1,1,0.86465156
4169,0,0,0.88874924
7704,1,1,0.52084506
5800,0,0,0.2164988
5611,0,0,0.69520307
5575,0,0,0.9037334
7498,0,0,0.07614881
7341,1,1,0.80105495
4232,0,0,0.09446457
21,1,1,0.23645666
5560,0,0,0.25023237
4256,0,0,0.40138492
7684,1,0,0.85608506
5160,0,0,0.7350973
7443,0,0,0.84890664
4323,1,0,0.030399265
7374,0,0,0.44177485
4070,0,0,0.916865
7513,0,0,0.89020354
966,0,0,0.106094
4310,0,0,0.80466604
5567,0,0,0.69275033
4061,1,1,0.76241076
8234,0,0,0.74690914
7502,1,1,0.7057083
